종목코드,종목명,대테마
395400,SK리츠,건설·부동산
000390,SP삼화,건설·부동산
000860,강남제비스코,건설·부동산
198440,강동씨앤엘,건설·부동산
013580,계룡건설,건설·부동산
066620,국보디자인,건설·부동산
006050,국영지앤엠,건설·부동산
186230,그린플러스,건설·부동산
014280,금강공업,건설·부동산
014285,금강공업우,건설·부동산
002990,금호건설,건설·부동산
002995,금호건설우,건설·부동산
036190,금화피에스시,건설·부동산
013700,까뮤이앤씨,건설·부동산
001260,남광토건,건설·부동산
091590,남화토건,건설·부동산
090350,노루페인트,건설·부동산
090355,노루페인트우,건설·부동산
000320,노루홀딩스,건설·부동산
000325,노루홀딩스우,건설·부동산
069140,누리플랜,건설·부동산
060260,뉴보텍,건설·부동산
058730,다스코,건설·부동산
005750,대림바스,건설·부동산
006570,대림통상,건설·부동산
047040,대우건설,건설·부동산
007680,대원,건설·부동산
224060,더코디,건설·부동산
090410,덕신이피씨,건설·부동산
002150,도화엔지니어링,건설·부동산
005960,동부건설,건설·부동산
005965,동부건설우,건설·부동산
025950,동신건설,건설·부동산
028100,동아지질,건설·부동산
001520,동양,건설·부동산
001527,동양2우B,건설·부동산
001525,동양우,건설·부동산
228340,동양파일,건설·부동산
013120,동원개발,건설·부동산
025900,동화기업,건설·부동산
377190,디앤디플랫폼리츠,건설·부동산
171120,라이온켐텍,건설·부동산
266170,레드우즈,건설·부동산
330590,롯데리츠,건설·부동산
357430,마스턴프리미어리츠,건설·부동산
088980,맥쿼리인프라,건설·부동산
094800,맵스리얼티,건설·부동산
006920,모헨즈,건설·부동산
396690,미래에셋글로벌리츠,건설·부동산
357250,미래에셋맵스리츠,건설·부동산
002410,범양건영,건설·부동산
206400,베노티앤알,건설·부동산
007210,벽산,건설·부동산
011390,부산산업,건설·부동산
033560,블루콤,건설·부동산
018310,삼목에스폼,건설·부동산
001470,삼부토건,건설·부동산
028050,삼성E&A,건설·부동산
448730,삼성FN리츠,건설·부동산
002290,삼일기업공사,건설·부동산
004440,삼일씨엔에스,건설·부동산
038500,삼표시멘트,건설·부동산
010960,삼호개발,건설·부동산
042940,상지건설,건설·부동산
079650,서산,건설·부동산
011370,서한,건설·부동산
065710,서호전기,건설·부동산
035890,서희건설,건설·부동산
003100,선광,건설·부동산
037350,성도이엔지,건설·부동산
004980,성신양회,건설·부동산
004985,성신양회우,건설·부동산
011560,세보엠이씨,건설·부동산
049180,셀루메드,건설·부동산
013810,스페코,건설·부동산
001000,신라섬유,건설·부동산
017000,신원종합개발,건설·부동산
481850,신한글로벌액티브리츠,건설·부동산
404990,신한서부티엔디리츠,건설·부동산
293940,신한알파리츠,건설·부동산
002030,아세아,건설·부동산
183190,아세아시멘트,건설·부동산
010780,아이에스동서,건설·부동산
085810,알티캐스트,건설·부동산
224810,엄지하우스,건설·부동산
121890,에스디시스템,건설·부동산
109610,에스와이,건설·부동산
365330,에스와이스틸텍,건설·부동산
023960,에쓰씨엔지니어링,건설·부동산
140910,에이리츠,건설·부동산
234070,에이원큐브텍,건설·부동산
475230,엔알비,건설·부동산
052300,오션인더블유,건설·부동산
079000,와토스코리아,건설·부동산
046940,우원개발,건설·부동산
010400,우진아이엔에스,건설·부동산
065950,웰크론,건설·부동산
076080,웰크론한텍,건설·부동산
038620,위즈코프,건설·부동산
192390,윈하이텍,건설·부동산
446070,유니드비티플러스,건설·부동산
000910,유니온,건설·부동산
054930,유신,건설·부동산
023410,유진기업,건설·부동산
008250,이건산업,건설·부동산
039020,이건홀딩스,건설·부동산
088260,이리츠코크렙,건설·부동산
015020,이스타코,건설·부동산
350520,이지스레지던스리츠,건설·부동산
334890,이지스밸류플러스리츠,건설·부동산
001840,이화공영,건설·부동산
013360,일성건설,건설·부동산
007110,일신석재,건설·부동산
094820,일진파워,건설·부동산
317400,자이에스앤디,건설·부동산
348950,제이알글로벌리츠,건설·부동산
254160,제이엠멀티,건설·부동산
418550,제이오,건설·부동산
038010,제일테크노스,건설·부동산
004910,조광페인트,건설·부동산
076340,지에이이노더스,건설·부동산
002780,진흥기업,건설·부동산
002787,진흥기업2우B,건설·부동산
002785,진흥기업우B,건설·부동산
145270,케이탑리츠,건설·부동산
417310,코람코더원리츠,건설·부동산
357120,코람코라이프인프라리츠,건설·부동산
003070,코오롱글로벌,건설·부동산
003075,코오롱글로벌우,건설·부동산
009410,태영건설,건설·부동산
009415,태영건설우,건설·부동산
045340,토탈소프트,건설·부동산
026150,특수건설,건설·부동산
004870,티웨이홀딩스,건설·부동산
022220,티케이지애강,건설·부동산
035200,프럼파스트,건설·부동산
227100,프로브잇,건설·부동산
041590,플래스크,건설·부동산
005430,한국공항,건설·부동산
123890,한국자산신탁,건설·부동산
023350,한국종합기술,건설·부동산
034830,한국토지신탁,건설·부동산
053690,한미글로벌,건설·부동산
066980,한성크린텍,건설·부동산
025750,한솔홈데코,건설·부동산
004960,한신공영,건설·부동산
300720,한일시멘트,건설·부동산
003300,한일홀딩스,건설·부동산
005110,한창,건설·부동산
451800,한화리츠,건설·부동산
000720,현대건설,건설·부동산
000725,현대건설우,건설·부동산
037440,희림,건설·부동산
053290,NE능률,교육
057030,YBM넷,교육
035290,골드앤에스,교육
019680,대교,교육
019685,대교우B,교육
373160,데이원컴퍼니,교육
068930,디지털대성,교육
215100,로보로보,교육
067280,멀티캠퍼스,교육
072870,메가스터디,교육
215200,메가스터디교육,교육
133750,메가엠디,교육
208890,미래엔에듀파트너,교육
457600,벡트,교육
100220,비상교육,교육
339950,아이비김영,교육
461300,아이스크림미디어,교육
289010,아이스크림에듀,교육
475580,에이럭스,교육
095720,웅진씽크빅,교육
084440,유비온,교육
134060,이퓨쳐,교육
040420,정상제이엘에스,교육
096240,크레버스,교육
138930,BNK금융지주,금융
477760,DB금융스팩12호,금융
005830,DB손해보험,금융
016610,DB증권,금융
241520,DSC인베스트먼트,금융
440290,HB인베스트먼트,금융
467930,IBKS제23호스팩,금융
469480,IBKS제24호스팩,금융
175330,JB금융지주,금융
105560,KB금융,금융
464680,KB제27호스팩,금융
478390,KB제29호스팩,금융
486630,KB제30호스팩,금융
492220,KB제31호스팩,금융
309960,LB인베스트먼트,금융
000680,LS네트웍스,금융
078020,LS증권,금융
005940,NH투자증권,금융
005945,NH투자증권우,금융
019550,SBI인베스트먼트,금융
001510,SK증권,금융
001515,SK증권우,금융
289080,SV인베스트먼트,금융
246690,TS인베스트먼트,금융
139130,iM금융지주,금융
465320,교보15호스팩,금융
482520,교보16호스팩,금융
489210,교보17호스팩,금융
030610,교보증권,금융
204620,글로벌텍스프리,금융
024110,기업은행,금융
293580,나우IB,금융
030210,다올투자증권,금융
023590,다우기술,금융
032190,다우데이타,금융
027830,대성창투,금융
471050,대신밸런스제17호스팩,금융
482690,대신밸런스제19호스팩,금융
003540,대신증권,금융
003547,대신증권2우B,금융
003545,대신증권우,금융
082640,동양생명,금융
489730,디비금융제13호스팩,금융
000400,롯데손해보험,금융
277070,린드먼아시아,금융
179720,머니무브,금융
138040,메리츠금융지주,금융
021880,메이슨캐피탈,금융
100790,미래에셋벤처투자,금융
477380,미래에셋비전스팩4호,금융
477470,미래에셋비전스팩5호,금융
478440,미래에셋비전스팩6호,금융
482680,미래에셋비전스팩7호,금융
085620,미래에셋생명,금융
006800,미래에셋증권,금융
006805,미래에셋증권우,금융
001270,부국증권,금융
001275,부국증권우,금융
032830,삼성생명,금융
016360,삼성증권,금융
029780,삼성카드,금융
000810,삼성화재,금융
000815,삼성화재우,금융
038540,상상인,금융
001290,상상인증권,금융
031210,서울보증보험,금융
330730,스톤브릿지벤처스,금융
026890,스틱인베스트먼트,금융
472220,신영스팩10호,금융
001720,신영증권,금융
474660,신한제12호스팩,금융
474930,신한제13호스팩,금융
487360,신한제14호스팩,금융
487830,신한제15호스팩,금융
496070,신한제16호스팩,금융
055550,신한지주,금융
462980,아이지넷,금융
027360,아주IB투자,금융
472230,에스케이증권제11호스팩,금융
473000,에스케이증권제12호스팩,금융
473950,에스케이증권제13호스팩,금융
477340,에이치엠씨제7호스팩,금융
021080,에이티넘인베스트,금융
244920,에이플러스에셋,금융
451700,엔에이치스팩29호,금융
481890,엔에이치스팩31호,금융
316140,우리금융지주,금융
041190,우리기술투자,금융
473050,유안타제15호스팩,금융
474490,유안타제16호스팩,금융
493790,유안타제17호스팩,금융
003470,유안타증권,금융
003475,유안타증권우,금융
468760,유진스팩10호,금융
488060,유진스팩11호,금융
001200,유진투자증권,금융
003460,유화증권,금융
003465,유화증권우,금융
478110,이베스트스팩6호,금융
211050,인카금융서비스,금융
006220,제주은행,금융
323410,카카오뱅크,금융
452300,캡스톤파트너스,금융
307930,컴퍼니케이,금융
279570,케이뱅크,금융
064820,케이프,금융
190650,코리아에셋투자증권,금융
003690,코리안리,금융
016600,큐캐피탈,금융
487720,키움제10호스팩,금융
489480,키움제11호스팩,금융
039490,키움증권,금융
466690,키움히어로제1호스팩,금융
007330,푸른저축은행,금융
019570,플루토스,금융
469880,하나30호스팩,금융
469900,하나31호스팩,금융
475240,하나32호스팩,금융
475250,하나33호스팩,금융
484130,하나34호스팩,금융
086790,하나금융지주,금융
071050,한국금융지주,금융
071055,한국금융지주우,금융
464440,한국제13호스팩,금융
479880,한국제15호스팩,금융
023760,한국캐피탈,금융
001750,한양증권,금융
001755,한양증권우,금융
088350,한화생명,금융
000370,한화손해보험,금융
003530,한화투자증권,금융
003535,한화투자증권우,금융
498390,한화플러스제5호스팩,금융
001500,현대차증권,금융
001450,현대해상,금융
000540,흥국화재,금융
000545,흥국화재우,금융
060310,3S,기계·산업재
079810,APS이노베이션,기계·산업재
001040,CJ,기계·산업재
001045,CJ우,기계·산업재
015590,DKME,기계·산업재
001250,GS글로벌,기계·산업재
267270,HD건설기계,기계·산업재
322000,HD현대에너지솔루션,기계·산업재
267260,HD현대일렉트릭,기계·산업재
487570,HS효성,기계·산업재
024840,KBI메탈,기계·산업재
009440,KC그린홀딩스,기계·산업재
119650,KC코트렐,기계·산업재
058850,KTcs,기계·산업재
058860,KTis,기계·산업재
122450,KX,기계·산업재
036560,KZ정밀,기계·산업재
003550,LG,기계·산업재
373220,LG에너지솔루션,기계·산업재
003555,LG우,기계·산업재
006260,LS,기계·산업재
010120,LS ELECTRIC,기계·산업재
417200,LS머트리얼즈,기계·산업재
229640,LS에코에너지,기계·산업재
001120,LX인터내셔널,기계·산업재
383800,LX홀딩스,기계·산업재
030190,NICE평가정보,기계·산업재
099220,SDN,기계·산업재
005090,SGC에너지,기계·산업재
001740,SK네트웍스,기계·산업재
402340,SK스퀘어,기계·산업재
260870,SK시그넷,기계·산업재
361610,SK아이이테크놀로지,기계·산업재
100090,SK오션플랜트,기계·산업재
475150,SK이터닉스,기계·산업재
100840,SNT에너지,기계·산업재
011810,STX,기계·산업재
048770,TPC로보틱스,기계·산업재
002900,TYM,기계·산업재
000500,가온전선,기계·산업재
049720,고려신용정보,기계·산업재
017040,광명전기,기계·산업재
282720,금양그린파워,기계·산업재
092440,기신정기,기계·산업재
051490,나라엠앤디,기계·산업재
459510,나우로보틱스,기계·산업재
130580,나이스디앤비,기계·산업재
036800,나이스정보통신,기계·산업재
267320,나인테크,기계·산업재
089140,넥스턴앤롤코리아,기계·산업재
348340,뉴로메카,기계·산업재
012340,뉴인텍,기계·산업재
068240,다원시스,기계·산업재
000490,대동,기계·산업재
008830,대동기어,기계·산업재
389260,대명에너지,기계·산업재
317850,대모,기계·산업재
129920,대성하이텍,기계·산업재
006340,대원전선,기계·산업재
006345,대원전선우,기계·산업재
114920,대주이엔티,기계·산업재
393970,대진첨단소재,기계·산업재
015230,대창단조,기계·산업재
001440,대한전선,기계·산업재
393890,더블유씨피,기계·산업재
100130,동국S&C,기계·산업재
079960,동양이엔피,기계·산업재
109860,동일금속,기계·산업재
000150,두산,기계·산업재
000157,두산2우B,기계·산업재
454910,두산로보틱스,기계·산업재
241560,두산밥캣,기계·산업재
034020,두산에너빌리티,기계·산업재
000155,두산우,기계·산업재
336260,두산퓨얼셀,기계·산업재
203650,드림시큐리티,기계·산업재
196490,디에이테크놀로지,기계·산업재
210540,디와이파워,기계·산업재
104460,디와이피엔에프,기계·산업재
105740,디케이락,기계·산업재
277810,레인보우로보틱스,기계·산업재
090360,로보스타,기계·산업재
108490,로보티즈,기계·산업재
004990,롯데지주,기계·산업재
377450,리파인,기계·산업재
474650,링크솔루션,기계·산업재
090370,메타랩스,기계·산업재
417970,모델솔루션,기계·산업재
452200,민테크,기계·산업재
382900,범한퓨얼셀,기계·산업재
006910,보성파워텍,기계·산업재
496320,본시스템즈,기계·산업재
008470,부스타,기계·산업재
251630,브이원텍,기계·산업재
126340,비나텍,기계·산업재
083650,비에이치아이,기계·산업재
086670,비엠티,기계·산업재
082920,비츠로셀,기계·산업재
042370,비츠로테크,기계·산업재
143240,사람인,기계·산업재
062040,산일전기,기계·산업재
012210,삼미금속,기계·산업재
006400,삼성SDI,기계·산업재
006405,삼성SDI우,기계·산업재
028260,삼성물산,기계·산업재
005680,삼영전자,기계·산업재
004380,삼익THK,기계·산업재
009470,삼화전기,기계·산업재
001820,삼화콘덴서,기계·산업재
091580,상신이디피,기계·산업재
107600,새빗켐,기계·산업재
294630,서남,기계·산업재
100660,서암기계공업,기계·산업재
036120,서울평가정보,기계·산업재
189860,서전기전,기계·산업재
178320,서진시스템,기계·산업재
007610,선도전기,기계·산업재
014620,성광벤드,기계·산업재
014910,성문전자,기계·산업재
014915,성문전자우,기계·산업재
458650,성우,기계·산업재
365340,성일하이텍,기계·산업재
043260,성호전자,기계·산업재
017510,세명전기,기계·산업재
068940,셀피글로벌,기계·산업재
036830,솔브레인홀딩스,기계·산업재
017550,수산세보틱스,기계·산업재
126720,수산인더스트리,기계·산업재
099440,스맥,기계·산업재
416180,신성에스티,기계·산업재
138070,신진에스엠,기계·산업재
187270,신화콘텍,기계·산업재
095190,신화프리텍,기계·산업재
243840,신흥에스이씨,기계·산업재
217320,썬테크,기계·산업재
475400,씨메스로보틱스,기계·산업재
222080,씨아이에스,기계·산업재
297090,씨에스베어링,기계·산업재
112610,씨에스윈드,기계·산업재
480370,씨케이솔루션,기계·산업재
413630,씨피시스템,기계·산업재
083930,아바코,기계·산업재
036010,아비코전자,기계·산업재
050860,아세아텍,기계·산업재
159010,아스플로,기계·산업재
122900,아이마켓코리아,기계·산업재
469750,아이비젼웍스,기계·산업재
140670,알에스오토메이션,기계·산업재
138360,앤로보틱스,기계·산업재
270520,앱튼,기계·산업재
030960,양지사,기계·산업재
019990,에너토크,기계·산업재
389500,에스비비테크,기계·산업재
042110,에스씨디,기계·산업재
095910,에스에너지,기계·산업재
056190,에스에프에이,기계·산업재
012750,에스원,기계·산업재
288620,에스프리즘,기계·산업재
317830,에스피시스템스,기계·산업재
058610,에스피지,기계·산업재
043340,에쎈테크,기계·산업재
195990,에이비프로바이오,기계·산업재
060900,에이전트AI,기계·산업재
148930,에이치와이티씨,기계·산업재
044780,에이치케이,기계·산업재
071670,에이테크솔루션,기계·산업재
038870,에코심플렉스,기계·산업재
448280,에코아이,기계·산업재
450080,에코프로머티,기계·산업재
247540,에코프로비엠,기계·산업재
383310,에코프로에이치엔,기계·산업재
0004V0,엔비알모션,기계·산업재
224760,엔에스컴퍼니,기계·산업재
348370,엔켐,기계·산업재
276240,엘리비젼,기계·산업재
066970,엘앤에프,기계·산업재
007820,엠엑스로보틱스,기계·산업재
413390,엠오티,기계·산업재
259630,엠플러스,기계·산업재
046120,오르비텍,기계·산업재
440320,오픈놀,기계·산업재
273640,와이엠텍,기계·산업재
019210,와이지-원,기계·산업재
101170,우림피티에스,기계·산업재
101970,우양에이치씨,기계·산업재
105840,우진,기계·산업재
457550,우진엔텍,기계·산업재
049800,우진플라임,기계·산업재
217820,원익피앤이,기계·산업재
136150,원일티엔아이,기계·산업재
382840,원준,기계·산업재
376980,원티드랩,기계·산업재
043590,웰킵스하이텍,기계·산업재
479960,위너스일렉,기계·산업재
018000,유니슨,기계·산업재
388720,유일로보틱스,기계·산업재
056080,유진로봇,기계·산업재
240600,유진테크놀로지,기계·산업재
302430,이노메트리,기계·산업재
279060,이노벡스,기계·산업재
452400,이닉스,기계·산업재
208850,이비테크,기계·산업재
379390,이성씨엔아이,기계·산업재
074610,이엔플러스,기계·산업재
232530,이엠티,기계·산업재
377330,이지트로닉스,기계·산업재
092130,이크레더블,기계·산업재
060150,인선이엔티,기계·산업재
103590,일진전기,기계·산업재
015860,일진홀딩스,기계·산업재
043910,자연과환경,기계·산업재
079900,전진건설로봇,기계·산업재
381620,제닉스로보틱스,기계·산업재
147830,제룡산업,기계·산업재
033100,제룡전기,기계·산업재
137950,제이씨케미칼,기계·산업재
033050,제이엠아이,기계·산업재
412540,제일엠앤에스,기계·산업재
199820,제일일렉트릭,기계·산업재
382480,지아이텍,기계·산업재
119850,지엔씨에너지,기계·산업재
388050,지투파워,기계·산업재
036890,진성티이씨,기계·산업재
0011T0,채비,기계·산업재
278280,천보,기계·산업재
313760,캐리,기계·산업재
053080,케이엔솔,기계·산업재
199430,케이엔알시스템,기계·산업재
432470,케이엔에스,기계·산업재
024880,케이피에프,기계·산업재
049430,코메론,기계·산업재
439960,코스모로보틱스,기계·산업재
002020,코오롱,기계·산업재
002025,코오롱우,기계·산업재
282880,코윈테크,기계·산업재
126730,코칩,기계·산업재
377460,큐에이드,기계·산업재
466100,클로봇,기계·산업재
475430,키스트론,기계·산업재
180060,탑선,기계·산업재
023160,태광,기계·산업재
044490,태웅,기계·산업재
073640,테라사이언스,기계·산업재
117730,티로보틱스,기계·산업재
125020,티씨머티리얼즈,기계·산업재
043220,티에스넥스젠,기계·산업재
484810,티엑스알로보틱스,기계·산업재
033540,파라텍,기계·산업재
043200,파루,기계·산업재
037030,파워넷,기계·산업재
119500,포메탈,기계·산업재
105760,포스뱅크,기계·산업재
047050,포스코인터내셔널,기계·산업재
053160,프리엠스,기계·산업재
033790,피노,기계·산업재
237750,피앤씨테크,기계·산업재
002230,피에스텍,기계·산업재
137400,피엔티,기계·산업재
257370,피엔티엠에스,기계·산업재
378340,필에너지,기계·산업재
101670,하이드로리튬,기계·산업재
013030,하이록코리아,기계·산업재
160190,하이젠알앤엠,기계·산업재
034950,한국기업평가,기계·산업재
101680,한국정밀기계,기계·산업재
452190,한빛레이저,기계·산업재
452280,한선엔지니어링,기계·산업재
004150,한솔홀딩스,기계·산업재
011700,한신기계,기계·산업재
107640,한중엔시에스,기계·산업재
098070,한텍,기계·산업재
000880,한화,기계·산업재
009830,한화솔루션,기계·산업재
009835,한화솔루션우,기계·산업재
059270,해성에어로보틱스,기계·산업재
319400,현대무벡스,기계·산업재
041440,현대에버다임,기계·산업재
017800,현대엘리베이터,기계·산업재
090850,현대이지웰,기계·산업재
005440,현대지에프홀딩스,기계·산업재
011760,현대코퍼레이션,기계·산업재
003010,혜인,기계·산업재
039610,화성밸브,기계·산업재
010660,화천기계,기계·산업재
000850,화천기공,기계·산업재
004800,효성,기계·산업재
094280,효성ITX,기계·산업재
298040,효성중공업,기계·산업재
090710,휴림로봇,기계·산업재
010240,흥국,기계·산업재
079160,CJ CGV,미디어·엔터
035760,CJ ENM,미디어·엔터
035000,HS애드,미디어·엔터
035900,JYP Ent.,미디어·엔터
058400,KNN,미디어·엔터
089600,KT나스미디어,미디어·엔터
418470,KT밀리의서재,미디어·엔터
043610,KT지니뮤직,미디어·엔터
037560,LG헬로비전,미디어·엔터
476080,M83,미디어·엔터
160550,NEW,미디어·엔터
104200,NHN벅스,미디어·엔터
419530,SAMG엔터,미디어·엔터
034120,SBS,미디어·엔터
048550,SM C&C,미디어·엔터
063440,SM Life Design,미디어·엔터
037270,YG PLUS,미디어·엔터
040300,YTN,미디어·엔터
052220,iMBC,미디어·엔터
473980,노머스,미디어·엔터
464580,닷밀,미디어·엔터
048910,대원미디어,미디어·엔터
302920,더콘텐츠온,미디어·엔터
403850,더핑크퐁컴퍼니,미디어·엔터
206560,덱스터,미디어·엔터
060570,드림어스컴퍼니,미디어·엔터
362990,드림인사이트,미디어·엔터
263720,디앤씨미디어,미디어·엔터
363260,모비데이즈,미디어·엔터
035620,바른손이앤에이,미디어·엔터
369370,블리츠웨이엔터테인먼트,미디어·엔터
050090,비케이홀딩스,미디어·엔터
044480,빌리언스,미디어·엔터
068290,삼성출판사,미디어·엔터
046390,삼화네트웍스,미디어·엔터
086980,쇼박스,미디어·엔터
084180,수성웹툰,미디어·엔터
053210,스카이라이프,미디어·엔터
253450,스튜디오드래곤,미디어·엔터
408900,스튜디오미르,미디어·엔터
066790,씨씨에스,미디어·엔터
012170,아센디오,미디어·엔터
127710,아시아경제,미디어·엔터
078860,아이오케이이엔엠,미디어·엔터
200350,아티스트스튜디오,미디어·엔터
321820,아티스트컴퍼니,미디어·엔터
361570,알비더블유,미디어·엔터
310200,애니플러스,미디어·엔터
397810,애드포러스,미디어·엔터
041510,에스엠,미디어·엔터
458350,에스팀,미디어·엔터
241840,에이스토리,미디어·엔터
173940,에프엔씨엔터,미디어·엔터
236810,엔비티,미디어·엔터
291230,엔피,미디어·엔터
036000,예림당,미디어·엔터
010470,오리콤,미디어·엔터
432430,와이랩,미디어·엔터
273060,와이즈버즈,미디어·엔터
122870,와이지엔터테인먼트,미디어·엔터
016880,웅진,미디어·엔터
299900,위지윅스튜디오,미디어·엔터
214320,이노션,미디어·엔터
123570,이엠넷,미디어·엔터
216050,인크로스,미디어·엔터
030000,제일기획,미디어·엔터
351870,차이커뮤니케이션,미디어·엔터
047820,초록뱀미디어,미디어·엔터
210120,캔버스엔,미디어·엔터
322780,코퍼스코리아,미디어·엔터
036420,콘텐트리중앙,미디어·엔터
182360,큐브엔터,미디어·엔터
054780,키이스트,미디어·엔터
476710,타조이엔터테인먼트,미디어·엔터
033830,티비씨,미디어·엔터
131100,티엔엔터테인먼트,미디어·엔터
032800,판타지오,미디어·엔터
068050,팬엔터테인먼트,미디어·엔터
389140,포바이포,미디어·엔터
237820,플레이디,미디어·엔터
352820,하이브,미디어·엔터
039340,한국경제TV,미디어·엔터
058450,한주에이알티,미디어·엔터
000120,CJ대한통운,방산·조선·항공
009540,HD한국조선해양,방산·조선·항공
267250,HD현대,방산·조선·항공
443060,HD현대마린솔루션,방산·조선·항공
071970,HD현대마린엔진,방산·조선·항공
329180,HD현대중공업,방산·조선·항공
011200,HMM,방산·조선·항공
009070,KCTC,방산·조선·항공
044450,KSS해운,방산·조선·항공
101000,KS인더스트리,방산·조선·항공
079550,LIG디펜스앤에어로스페이스,방산·조선·항공
327260,RF머트리얼즈,방산·조선·항공
474610,RF시스템즈,방산·조선·항공
465770,STX그린로지스,방산·조선·항공
077970,STX엔진,방산·조선·항공
035460,기산텔레콤,방산·조선·항공
478340,나라스페이스테크놀로지,방산·조선·항공
108380,대양전기공업,방산·조선·항공
