종목코드,종목명,대테마
015710,코콤,통신·모바일
346010,타이드,통신·모바일
065130,탑엔지니어링,통신·모바일
047310,파워로직스,통신·모바일
170790,파이오링크,통신·모바일
441270,파인엠텍,통신·모바일
091700,파트론,통신·모바일
271830,팸텍,통신·모바일
208710,포톤,통신·모바일
126700,하이비젼시스템,통신·모바일
062970,한국첨단소재,통신·모바일
091440,한울소재과학,통신·모바일
489790,한화비전,통신·모바일
076610,해성옵틱스,통신·모바일
039010,현대에이치티,통신·모바일
083790,CG인바이츠,헬스케어
311690,CJ 바이오사이언스,헬스케어
058820,CMG제약,헬스케어
180400,DXVX,헬스케어
245620,EDGC,헬스케어
032620,GC메디아이,헬스케어
376270,HEM파마,헬스케어
195940,HK이노엔,헬스케어
028300,HLB,헬스케어
278650,HLB바이오스텝,헬스케어
067630,HLB생명과학,헬스케어
187420,HLB제넥스,헬스케어
047920,HLB제약,헬스케어
115450,HLB테라퓨틱스,헬스케어
046210,HLB파나진,헬스케어
196300,HLB펩,헬스케어
234080,JW생명과학,헬스케어
067290,JW신약,헬스케어
001060,JW중외제약,헬스케어
001067,JW중외제약2우B,헬스케어
001065,JW중외제약우,헬스케어
096760,JW홀딩스,헬스케어
054050,NH농우바이오,헬스케어
246960,SCL사이언스,헬스케어
302440,SK바이오사이언스,헬스케어
326030,SK바이오팜,헬스케어
217730,강스템바이오텍,헬스케어
053950,경남제약,헬스케어
011040,경동제약,헬스케어
214390,경보제약,헬스케어
014570,고려제약,헬스케어
348150,고바이오랩,헬스케어
009290,광동제약,헬스케어
086220,광동헬스바이오,헬스케어
307750,국전,헬스케어
002720,국제약품,헬스케어
318060,그래피,헬스케어
114450,그린생명과학,헬스케어
039860,나노엔텍,헬스케어
244880,나눔테크,헬스케어
138610,나이벡,헬스케어
950220,네오이뮨텍,헬스케어
007390,네이처셀,헬스케어
389650,넥스트바이오메디컬,헬스케어
194700,노바렉스,헬스케어
376930,노을,헬스케어
006280,녹십자,헬스케어
142280,녹십자엠에스,헬스케어
234690,녹십자웰빙,헬스케어
005250,녹십자홀딩스,헬스케어
005257,녹십자홀딩스2우,헬스케어
380550,뉴로핏,헬스케어
123840,뉴온,헬스케어
270870,뉴트리,헬스케어
290660,다이나믹솔루션,헬스케어
078140,대봉엘에스,헬스케어
036480,대성미생물,헬스케어
003090,대웅,헬스케어
069620,대웅제약,헬스케어
003220,대원제약,헬스케어
131220,대한과학,헬스케어
054670,대한뉴팜,헬스케어
023910,대한약품,헬스케어
067080,대화제약,헬스케어
299170,더블유에스아이,헬스케어
261200,덴티스,헬스케어
145720,덴티움,헬스케어
006620,동구바이오제약,헬스케어
303810,동국생명과학,헬스케어
086450,동국제약,헬스케어
240550,동방메디컬,헬스케어
002210,동성제약,헬스케어
000640,동아쏘시오홀딩스,헬스케어
170900,동아에스티,헬스케어
000020,동화약품,헬스케어
176750,듀켐바이오,헬스케어
223250,드림씨아이에스,헬스케어
263690,디알젬,헬스케어
214680,디알텍,헬스케어
347850,디앤디파마텍,헬스케어
039840,디오,헬스케어
383930,디티앤씨알오,헬스케어
462510,라메디텍,헬스케어
084650,랩지노믹스,헬스케어
228670,레이,헬스케어
228850,레이언스,헬스케어
199550,레이저옵텍,헬스케어
376900,로킷헬스케어,헬스케어
214610,롤링스톤,헬스케어
328130,루닛,헬스케어
253610,루트락,헬스케어
141080,리가켐바이오,헬스케어
302550,리메드,헬스케어
491000,리브스메드,헬스케어
394420,리센스메디컬,헬스케어
305090,마이크로디지탈,헬스케어
448780,마이크로엔엑스,헬스케어
038290,마크로젠,헬스케어
235980,메드팩토,헬스케어
200580,메디쎄이,헬스케어
041920,메디아나,헬스케어
233250,메디안디노스틱,헬스케어
236340,메디젠휴먼케어,헬스케어
086900,메디톡스,헬스케어
078160,메디포스트,헬스케어
0088M0,메쥬,헬스케어
059210,메타바이오메드,헬스케어
118000,메타케어,헬스케어
058110,멕아이씨에스,헬스케어
017180,명문제약,헬스케어
317450,명인제약,헬스케어
142760,모아라이프플러스,헬스케어
322970,무진메디,헬스케어
206640,바디텍메드,헬스케어
354390,바스칸바이오제약,헬스케어
053030,바이넥스,헬스케어
377740,바이오노트,헬스케어
064550,바이오니아,헬스케어
314930,바이오다인,헬스케어
086820,바이오솔루션,헬스케어
251120,바이오에프디엔씨,헬스케어
199730,바이오인프라,헬스케어
266470,바이오인프라생명과학,헬스케어
086040,바이오톡스텍,헬스케어
199290,바이오프로테크,헬스케어
099430,바이오플러스,헬스케어
308080,바이젠셀,헬스케어
043150,바텍,헬스케어
323990,박셀바이오,헬스케어
003850,보령,헬스케어
310210,보로노이,헬스케어
003000,부광약품,헬스케어
338220,뷰노,헬스케어
100120,뷰웍스,헬스케어
439580,블루엠텍,헬스케어
082800,비보존 제약,헬스케어
419540,비스토스,헬스케어
200780,비씨월드제약,헬스케어
065170,비엘팜텍,헬스케어
032850,비트컴퓨터,헬스케어
238200,비피도,헬스케어
207940,삼성바이오로직스,헬스케어
0126Z0,삼성에피스홀딩스,헬스케어
001360,삼성제약,헬스케어
009300,삼아제약,헬스케어
0120G0,삼양바이오팜,헬스케어
014950,삼익제약,헬스케어
000520,삼일제약,헬스케어
005500,삼진제약,헬스케어
000250,삼천당제약,헬스케어
378800,샤페론,헬스케어
038070,서린바이오,헬스케어
018680,서울제약,헬스케어
008490,서흥,헬스케어
067370,선바이오,헬스케어
188260,세니젠,헬스케어
100700,세운메디칼,헬스케어
258830,세종메디칼,헬스케어
331920,셀레믹스,헬스케어
352770,셀레스트라,헬스케어
471820,셀로맥스사이언스,헬스케어
299660,셀리드,헬스케어
108860,셀바스AI,헬스케어
208370,셀바스헬스케어,헬스케어
308430,셀비온,헬스케어
068270,셀트리온,헬스케어
068760,셀트리온제약,헬스케어
950200,소마젠,헬스케어
035610,솔본,헬스케어
253840,수젠텍,헬스케어
048870,시너지이노베이션,헬스케어
056090,시지메드텍,헬스케어
215600,신라젠,헬스케어
002800,신신제약,헬스케어
012790,신일제약,헬스케어
226330,신테카바이오,헬스케어
019170,신풍제약,헬스케어
019175,신풍제약우,헬스케어
004080,신흥,헬스케어
217330,싸이토젠,헬스케어
049960,쎌바이오텍,헬스케어
394800,쓰리빌리언,헬스케어
458870,씨어스,헬스케어
900120,씨엑스아이,헬스케어
359090,씨엔알리서치,헬스케어
115480,씨유메디칼,헬스케어
096530,씨젠,헬스케어
060590,씨티씨바이오,헬스케어
261780,아리바이오랩,헬스케어
074430,아미노로직스,헬스케어
092040,아미코젠,헬스케어
246720,아스타,헬스케어
450950,아스테라시스,헬스케어
154030,아시아종묘,헬스케어
460470,아이빔테크놀로지,헬스케어
099190,아이센스,헬스케어
493280,아이엠바이오로직스,헬스케어
461030,아이엠비디엑스,헬스케어
456570,아이엠지티,헬스케어
447690,아이오바이오,헬스케어
185490,아이진,헬스케어
309710,아이티켐,헬스케어
001540,안국약품,헬스케어
251280,안지오랩,헬스케어
065660,안트로젠,헬스케어
260660,알리코제약,헬스케어
476830,알지노믹스,헬스케어
196170,알테오젠,헬스케어
043100,알파AI,헬스케어
314140,알피바이오,헬스케어
291650,압타머사이언스,헬스케어
293780,압타바이오,헬스케어
390110,애니메디솔루션,헬스케어
179530,애드바이오텍,헬스케어
0011A0,액스비스,헬스케어
174900,앱클론,헬스케어
109960,앱토크롬,헬스케어
238120,얼라인드,헬스케어
137310,에스디바이오센서,헬스케어
304360,에스바이오메딕스,헬스케어
246250,에스엘에스바이오,헬스케어
398120,에스지헬스케어,헬스케어
237690,에스티팜,헬스케어
298380,에이비엘바이오,헬스케어
203400,에이비온,헬스케어
239610,에이치엘사이언스,헬스케어
357230,에이치피오,헬스케어
007460,에이프로젠,헬스케어
003060,에이프로젠바이오로직스,헬스케어
397030,에이프릴바이오,헬스케어
0009K0,에임드바이오,헬스케어
446440,에피바이오텍,헬스케어
950130,엑세스바이오,헬스케어
373110,엑셀세라퓨틱스,헬스케어
140610,엔솔바이오사이언스,헬스케어
354200,엔젠바이오,헬스케어
455900,엔젤로보틱스,헬스케어
183490,엔지켐생명과학,헬스케어
182400,엔케이젠바이오텍코리아,헬스케어
290650,엘앤씨바이오,헬스케어
156100,엘앤케이바이오,헬스케어
179290,엠아이텍,헬스케어
432980,엠에프씨,헬스케어
003520,영진약품,헬스케어
476040,오가노이드사이언스,헬스케어
212310,오건에코텍,헬스케어
475830,오름테라퓨틱,헬스케어
002630,오리엔트바이오,헬스케어
036220,오상헬스케어,헬스케어
332190,오션스바이오,헬스케어
039200,오스코텍,헬스케어
226400,오스테오닉,헬스케어
476060,온코닉테라퓨틱스,헬스케어
382150,온코크로스,헬스케어
244460,올리패스,헬스케어
226950,올릭스,헬스케어
131030,옵투스제약,헬스케어
153710,옵티팜,헬스케어
338840,와이바이오로직스,헬스케어
215380,우정바이오,헬스케어
018620,우진비앤지,헬스케어
307280,원바이오젠,헬스케어
336570,원텍,헬스케어
330350,위더스제약,헬스케어
033270,유나이티드제약,헬스케어
206650,유바이오로직스,헬스케어
337840,유엑스엔,헬스케어
000220,유유제약,헬스케어
000225,유유제약1우,헬스케어
000227,유유제약2우B,헬스케어
263050,유틸렉스,헬스케어
000100,유한양행,헬스케어
000105,유한양행우,헬스케어
044960,이글벳,헬스케어
424870,이뮨온시아,헬스케어
086890,이수앱지스,헬스케어
456070,이엔셀,헬스케어
102460,이연제약,헬스케어
294090,이오플로우,헬스케어
099750,이지케어텍,헬스케어
041830,인바디,헬스케어
216400,인바이츠바이오코아,헬스케어
0007J0,인벤테라,헬스케어
389470,인벤티지랩,헬스케어
119610,인터로조,헬스케어
287840,인투셀,헬스케어
048530,인트론바이오,헬스케어
071200,인피니트헬스케어,헬스케어
249420,일동제약,헬스케어
000230,일동홀딩스,헬스케어
003120,일성아이에스,헬스케어
068330,일신바이오,헬스케어
007570,일양약품,헬스케어
007575,일양약품우,헬스케어
234920,자이글,헬스케어
095700,제넥신,헬스케어
122310,제노레이,헬스케어
066830,제노텍,헬스케어
225220,제놀루션,헬스케어
054950,제이브이엠,헬스케어
127120,제이에스링크,헬스케어
322510,제이엘케이,헬스케어
0010V0,제이피아이헬스케어,헬스케어
271980,제일약품,헬스케어
002620,제일파마홀딩스,헬스케어
216080,제테마,헬스케어
229000,젠큐릭스,헬스케어
034940,조아제약,헬스케어
185750,종근당,헬스케어
063160,종근당바이오,헬스케어
001630,종근당홀딩스,헬스케어
072020,중앙백신,헬스케어
221800,지구홀딩스,헬스케어
228760,지노믹트리,헬스케어
314130,지놈앤컴퍼니,헬스케어
389030,지니너스,헬스케어
144510,지씨셀,헬스케어
340450,지씨지놈,헬스케어
358570,지아이이노베이션,헬스케어
388610,지에프씨생명과학,헬스케어
204840,지엘팜텍,헬스케어
456160,지투지바이오,헬스케어
109820,진매트릭스,헬스케어
086060,진바이오텍,헬스케어
363250,진시스템,헬스케어
007370,진양제약,헬스케어
011000,진원생명과학,헬스케어
085660,차바이오텍,헬스케어
0082N0,카나프테라퓨틱스,헬스케어
284620,카이노스메드,헬스케어
263700,케어랩스,헬스케어
214370,케어젠,헬스케어
402420,켈스,헬스케어
104540,코렌텍,헬스케어
041960,코미팜,헬스케어
043710,코스리거글로벌,헬스케어
044820,코스맥스비티아이,헬스케어
222040,코스맥스엔비티,헬스케어
166480,코아스템켐온,헬스케어
384470,코어라인소프트,헬스케어
102940,코오롱생명과학,헬스케어
950160,코오롱티슈진,헬스케어
200130,콜마비앤에이치,헬스케어
464490,쿼드메디슨,헬스케어
317690,퀀타매트릭스,헬스케어
456190,큐라켐,헬스케어
365270,큐라클,헬스케어
348080,큐라티스,헬스케어
060280,큐렉소,헬스케어
372320,큐로셀,헬스케어
115180,큐리언트,헬스케어
494120,큐리오시스,헬스케어
445680,큐리옥스바이오시스템즈,헬스케어
215570,크로넥스,헬스케어
214150,클래시스,헬스케어
336040,타스컴,헬스케어
191420,테고사이언스,헬스케어
066700,테라젠이텍스,헬스케어
200230,텔콘RF제약,헬스케어
475960,토모큐브,헬스케어
199800,툴젠,헬스케어
464280,티디에스팜,헬스케어
246710,티앤알바이오팹,헬스케어
340570,티앤엘,헬스케어
321550,티움바이오,헬스케어
288330,파라택시스코리아,헬스케어
388870,파로스아이바이오,헬스케어
214450,파마리서치,헬스케어
217950,파마리서치바이오,헬스케어
387570,파인메딕스,헬스케어
318010,팜스빌,헬스케어
004720,팜젠사이언스,헬스케어
222110,팬젠,헬스케어
187660,페니트리움바이오,헬스케어
327610,펨토바이오메드,헬스케어
087010,펩트론,헬스케어
041910,폴라리스AI파마,헬스케어
298060,풍전약품,헬스케어
341170,퓨쳐메디신,헬스케어
220100,퓨쳐켐,헬스케어
334970,프레스티지바이오로직스,헬스케어
950210,프레스티지바이오파마,헬스케어
296160,프로젠,헬스케어
468530,프로티나,헬스케어
303360,프로티아,헬스케어
377220,프롬바이오,헬스케어
335810,프리시젼바이오,헬스케어
405000,플라즈맵,헬스케어
222670,플럼라인생명과학,헬스케어
241820,피씨엘,헬스케어
460940,피앤에스로보틱스,헬스케어
347740,피엔케이피부임상연구센타,헬스케어
006140,피제이전자,헬스케어
304840,피플바이오,헬스케어
293480,하나제약,헬스케어
450330,하스,헬스케어
149980,하이로닉,헬스케어
106190,하이텍팜,헬스케어
256840,한국비엔씨,헬스케어
219750,한국비티비,헬스케어
080720,한국유니온제약,헬스케어
032300,한국파마,헬스케어
002390,한독,헬스케어
008930,한미사이언스,헬스케어
128940,한미약품,헬스케어
042520,한스바이오메드,헬스케어
009420,한올바이오파마,헬스케어
372910,한컴라이프케어,헬스케어
084990,헬릭스미스,헬스케어
004310,현대약품,헬스케어
061250,화일약품,헬스케어
016580,환인제약,헬스케어
353190,휴럼,헬스케어
205470,휴마시스,헬스케어
200670,휴메딕스,헬스케어
065510,휴비츠,헬스케어
243070,휴온스,헬스케어
084110,휴온스글로벌,헬스케어
145020,휴젤,헬스케어
001460,BYC,화장품·패션
001465,BYC우,화장품·패션
083660,CSA 코스믹,화장품·패션
001530,DI동일,화장품·패션
383220,F&F,화장품·패션
007700,F&F홀딩스,화장품·패션
093050,LF,화장품·패션
051900,LG생활건강,화장품·패션
051905,LG생활건강우,화장품·패션
004060,SG세계물산,화장품·패션
002170,SYTS,화장품·패션
084870,TBH글로벌,화장품·패션
007980,TP,화장품·패션
036620,감성코퍼레이션,화장품·패션
000050,경방,화장품·패션
366030,공구우먼,화장품·패션
204020,그리티,화장품·패션
168330,내츄럴엔도텍,화장품·패션
092730,네오팜,화장품·패션
137940,넥스트아이,화장품·패션
317860,노드메이슨,화장품·패션
145170,노브랜드,화장품·패션
462310,뉴키즈온,화장품·패션
483650,달바글로벌,화장품·패션
024890,대원화성,화장품·패션
001070,대한방직,화장품·패션
016090,대현,화장품·패션
298540,더네이쳐홀딩스,화장품·패션
004830,덕성,화장품·패션
004835,덕성우,화장품·패션
227420,도부,화장품·패션
111380,동인기연,화장품·패션
219550,디와이디,화장품·패션
263020,디케이앤디,화장품·패션
900110,딥커머스,화장품·패션
214260,라파스,화장품·패션
439090,마녀공장,화장품·패션
014100,메디앙스,화장품·패션
081660,미스토홀딩스,화장품·패션
351020,미쥬,화장품·패션
489460,바이오비쥬,화장품·패션
003610,방림,화장품·패션
267790,배럴,화장품·패션
035150,백산,화장품·패션
226340,본느,화장품·패션
406820,뷰티스킨,화장품·패션
018290,브이티,화장품·패션
478560,블랙야크아이앤씨,화장품·패션
002070,비비안,화장품·패션
451250,삐아,화장품·패션
086710,선진뷰티사이언스,화장품·패션
252500,세화피앤씨,화장품·패션
318160,셀바이오휴먼텍,화장품·패션
031430,신세계인터내셔날,화장품·패션
005800,신영와코루,화장품·패션
009270,신원,화장품·패션
109670,씨싸이트,화장품·패션
352480,씨앤씨인터내셔널,화장품·패션
352700,씨앤투스,화장품·패션
260930,씨티케이,화장품·패션
013990,아가방컴퍼니,화장품·패션
0015N0,아로마티카,화장품·패션
090430,아모레퍼시픽,화장품·패션
090435,아모레퍼시픽우,화장품·패션
002790,아모레퍼시픽홀딩스,화장품·패션
002795,아모레퍼시픽홀딩스우,화장품·패션
227610,아우딘퓨쳐스,화장품·패션
175250,아이큐어,화장품·패션
114840,아이패밀리에스씨,화장품·패션
032080,아즈텍WB,화장품·패션
018250,애경산업,화장품·패션
217480,에스디생명공학,화장품·패션
270210,에스알바이오텍,화장품·패션
306040,에스제이그룹,화장품·패션
098660,에스티오,화장품·패션
078520,에이블씨엔씨,화장품·패션
453860,에이에스텍,화장품·패션
481070,에이유브랜즈,화장품·패션
278470,에이피알,화장품·패션
159910,에코글로우,화장품·패션
230360,에코마케팅,화장품·패션
265740,엔에프씨,화장품·패션
111770,영원무역,화장품·패션
009970,영원무역홀딩스,화장품·패션
900300,오가닉티코스메틱,화장품·패션
005320,온타이드,화장품·패션
011300,우성머티리얼스,화장품·패션
032940,원익,화장품·패션
008290,원풍물산,화장품·패션
008600,윌비스,화장품·패션
335870,윙스풋,화장품·패션
011330,유니켐,화장품·패션
344860,이노진,화장품·패션
084680,이월드,화장품·패션
014990,인디에프,화장품·패션
003200,일신방직,화장품·패션
226320,잇츠한불,화장품·패션
950140,잉글우드랩,화장품·패션
000950,전방,화장품·패션
123330,제닉,화장품·패션
159580,제로투세븐,화장품·패션
194370,제이에스코퍼레이션,화장품·패션
026040,제이에스티나,화장품·패션
420570,제이투케이바이오,화장품·패션
337930,젝시믹스,화장품·패션
004700,조광피혁,화장품·패션
018700,졸스,화장품·패션
033340,좋은사람들,화장품·패션
065060,지엔코,화장품·패션
088790,진도,화장품·패션
250030,진코스텍,화장품·패션
025620,차AI헬스케어,화장품·패션
900310,컬러레이,화장품·패션
083550,케이엠,화장품·패션
047770,코데즈컴바인,화장품·패션
080530,코디,화장품·패션
027050,코리아나,화장품·패션
082660,코스나인,화장품·패션
192820,코스맥스,화장품·패션
241710,코스메카코리아,화장품·패션
024720,콜마홀딩스,화장품·패션
110790,크리스에프앤씨,화장품·패션
237880,클리오,화장품·패션
214420,토니모리,화장품·패션
215480,토박스코리아,화장품·패션
900100,파이온엑스,화장품·패션
225590,패션플랫폼,화장품·패션
472850,폰드그룹,화장품·패션
114630,폴라리스우노,화장품·패션
161890,한국콜마,화장품·패션
123690,한국화장품,화장품·패션
003350,한국화장품제조,화장품·패션
020000,한섬,화장품·패션
105630,한세실업,화장품·패션
069640,한세엠케이,화장품·패션
016450,한세예스24홀딩스,화장품·패션
048410,현대바이오,화장품·패션
052260,현대바이오랜드,화장품·패션
126560,현대퓨처넷,화장품·패션
011080,형지I&C,화장품·패션
308100,형지글로벌,화장품·패션
093240,형지엘리트,화장품·패션
111110,호전실업,화장품·패션
241590,화승엔터프라이즈,화장품·패션
006060,화승인더,화장품·패션
298020,효성티앤씨,화장품·패션
079980,휴비스,화장품·패션
006840,AK홀딩스,화학·소재
027410,BGF,화학·소재
126600,BGF에코머티리얼즈,화학·소재
000210,DL,화학·소재
000215,DL우,화학·소재
004840,DRB동일,화학·소재
017860,DS단석,화학·소재
900290,GRT,화학·소재
036640,HRS,화학·소재
298050,HS효성첨단소재,화학·소재
318000,KBG,화학·소재
025000,KPX케미칼,화학·소재
092230,KPX홀딩스,화학·소재
051910,LG화학,화학·소재
051915,LG화학우,화학·소재
004250,NPC,화학·소재
004255,NPC우,화학·소재
456040,OCI,화학·소재
010060,OCI홀딩스,화학·소재
178920,PI첨단소재,화학·소재
001340,PKC,화학·소재
003080,SB성보,화학·소재
002360,SH에너지화학,화학·소재
011790,SKC,화학·소재
285130,SK케미칼,화학·소재
002820,SUN&L,화학·소재
069260,TKG휴켐스,화학·소재
024070,WISCOM,화학·소재
002100,경농,화학·소재
012610,경인양행,화학·소재
007690,국도화학,화학·소재
078130,국일제지,화학·소재
083420,그린케미칼,화학·소재
008870,금비,화학·소재
001570,금양,화학·소재
011780,금호석유화학,화학·소재
011785,금호석유화학우,화학·소재
004540,깨끗한나라,화학·소재
004545,깨끗한나라우,화학·소재
187790,나노,화학·소재
121600,나노신소재,화학·소재
286750,나노실리칸첨단소재,화학·소재
247660,나노씨엠에스,화학·소재
091970,나노캠텍,화학·소재
025860,남해화학,화학·소재
332290,누보,화학·소재
004780,대륙제관,화학·소재
017650,대림제지,화학·소재
014160,대영포장,화학·소재
120240,대정화금,화학·소재
006650,대한유화,화학·소재
003830,대한화섬,화학·소재
023450,동남합성,화학·소재
007590,동방아그로,화학·소재
102260,동성케미컬,화학·소재
033500,동성화인텍,화학·소재
014820,동원시스템즈,화학·소재
014825,동원시스템즈우,화학·소재
163560,동일고무벨트,화학·소재
294140,레몬,화학·소재
281740,레이크머티리얼즈,화학·소재
004000,롯데정밀화학,화학·소재
011170,롯데케미칼,화학·소재
016100,리더스코스메틱,화학·소재
009580,무림P&P,화학·소재
001810,무림SP,화학·소재
009200,무림페이퍼,화학·소재
002840,미원상사,화학·소재
268280,미원에스씨,화학·소재
107590,미원홀딩스,화학·소재
134380,미원화학,화학·소재
003650,미창석유,화학·소재
0010F0,보원케미칼,화학·소재
006740,블루산업개발,화학·소재
014970,삼륭물산,화학·소재
023600,삼보판지,화학·소재
036670,삼양케이씨아이,화학·소재
272550,삼양패키징,화학·소재
000070,삼양홀딩스,화학·소재
003720,삼영,화학·소재
002810,삼영무역,화학·소재
004450,삼화왕관,화학·소재
027580,상보,화학·소재
357550,석경에이티,화학·소재
000180,성창기업지주,화학·소재
340440,세림B&G,화학·소재
013000,세우글로벌,화학·소재
004430,송원산업,화학·소재
185190,수프로,화학·소재
115570,스타플렉스,화학·소재
049830,승일,화학·소재
016590,신대양제지,화학·소재
002870,신풍,화학·소재
222420,쎄노텍,화학·소재
103660,씨앗,화학·소재
101240,씨큐브,화학·소재
125210,아모그린텍,화학·소재
002310,아세아제지,화학·소재
136410,아셈스,화학·소재
066430,아이로보틱스,화학·소재
161000,애경케미칼,화학·소재
460870,에스엠씨지,화학·소재
217910,에스제이켐,화학·소재
050760,에스폴리텍,화학·소재
163280,에어레인,화학·소재
101360,에코앤드림,화학·소재
086520,에코프로,화학·소재
048830,엔피케이,화학·소재
014440,영보화학,화학·소재
045060,오공,화학·소재
251370,와이엠티,화학·소재
005820,원림,화학·소재
104830,원익머트리얼즈,화학·소재
014190,원익큐브,화학·소재
008370,원풍,화학·소재
196700,웹스,화학·소재
014830,유니드,화학·소재
008730,율촌화학,화학·소재
457190,이수스페셜티케미컬,화학·소재
005950,이수화학,화학·소재
000760,이화산업,화학·소재
352940,인바이오,화학·소재
001550,조비,화학·소재
003780,진양산업,화학·소재
010640,진양폴리,화학·소재
051630,진양화학,화학·소재
285800,진영,화학·소재
006380,카프로,화학·소재
221980,케이디켐,화학·소재
042040,케이피엠테크,화학·소재
220260,켐트로스,화학·소재
005070,코스모신소재,화학·소재
005420,코스모화학,화학·소재
120110,코오롱인더,화학·소재
120115,코오롱인더우,화학·소재
006890,태경케미컬,화학·소재
003240,태광산업,화학·소재
011280,태림포장,화학·소재
104480,티케이케미칼,화학·소재
005690,파미셀,화학·소재
251970,펌텍코리아,화학·소재
001020,페이퍼코리아,화학·소재
003670,포스코퓨처엠,화학·소재
023900,풍국주정,화학·소재
004090,한국석유,화학·소재
002200,한국수출포장,화학·소재
002960,한국쉘석유,화학·소재
017890,한국알콜,화학·소재
027970,한국제지,화학·소재
037230,한국팩키지,화학·소재
011500,한농화성,화학·소재
213500,한솔제지,화학·소재
014680,한솔케미칼,화학·소재
007770,한일화학,화학·소재
009460,한창제지,화학·소재
034810,해성산업,화학·소재
097870,효성오앤비,화학·소재
298000,효성화학,화학·소재
093370,후성,화학·소재
263920,휴엠앤씨,화학·소재
